shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
shape_15,18.4873,73.8289,48
shape_15,18.4873,73.8289,49
shape_15,18.48488,73.82813,50
shape_15,18.48488,73.82813,51
shape_15,18.48135,73.82618,52
shape_15,18.48135,73.82618,53
shape_15,18.47849,73.8243,54
shape_15,18.47849,73.8243,55
shape_15,18.4758,73.82291,56
shape_15,18.4758,73.82291,57
shape_15,18.4734,73.8218,58
shape_15,18.4734,73.8218,59
shape_15,18.47046,73.82062,60
shape_15,18.47046,73.82062,61
shape_15,18.4689,73.8199,62
shape_15,18.4689,73.8199,63
shape_15,18.46757,73.81876,64
shape_15,18.46757,73.81876,65
shape_15,18.46391,73.81553,66
shape_15,18.46391,73.81553,67
shape_15,18.46104,73.81317,68
shape_15,18.46104,73.81317,69
shape_15,18.4574,73.8119,70
shape_15,18.4574,73.8119,71
shape_15,18.45461,73.81171,72
shape_15,18.45461,73.81171,73
shape_15,18.45395,73.81168,74
shape_15,18.45395,73.81168,75
shape_15,18.4506,73.8111,76
shape_15,18.4506,73.8111,77
shape_15,18.4476,73.8104,78
shape_15,18.4476,73.8104,79
shape_15,18.447,73.8076,80
shape_15,18.447,73.8076,81
shape_15,18.447,73.804,82
shape_15,18.447,73.804,83
shape_15,18.44685,73.8016,84
shape_15,18.44685,73.8016,85
shape_15,18.44705,73.79989,86
shape_15,18.44705,73.79989,87
shape_15,18.4433,73.7991,88
shape_16,18.59301,73.8191,1
shape_16,18.59113,73.81957,2
shape_16,18.59113,73.81957,3
shape_16,18.5888,73.8201,4
shape_16,18.5888,73.8201,5
shape_16,18.586,73.8215,6
shape_16,18.586,73.8215,7
shape_16,18.58343,73.82424,8
shape_16,18.58343,73.82424,9
shape_16,18.58222,73.8297,10
shape_16,18.58222,73.8297,11
shape_16,18.58,73.8303,12
shape_16,18.58,73.8303,13
shape_16,18.5791,73.8298,14
shape_16,18.5791,73.8298,15
shape_16,18.57622,73.83066,16
shape_16,18.57622,73.83066,17
shape_16,18.5751,73.832,18
shape_16,18.5751,73.832,19
shape_16,18.57301,73.83481,20
